roll_num,roll_value,timestamp,player_name
1,50,1480758.46,精品骑士
2,6,1480759.18,精品骑士
3,26,1480759.53,精品骑士
4,44,1480759.72,精品骑士
5,66,1480760.00,精品骑士
6,10,1480760.35,精品骑士
7,67,1480760.53,精品骑士
8,14,1480760.73,精品骑士
9,74,1480760.96,精品骑士
10,47,1480761.19,精品骑士
11,99,1480761.39,精品骑士
12,81,1480761.64,精品骑士
13,52,1480761.85,精品骑士
14,67,1480762.21,精品骑士
15,71,1480762.47,精品骑士
16,66,1480762.64,精品骑士
17,37,1480762.89,精品骑士
18,78,1480763.11,精品骑士
19,76,1480763.29,精品骑士
20,44,1480763.50,精品骑士
21,90,1480763.75,精品骑士
22,85,1480763.97,精品骑士
23,39,1480764.22,精品骑士
24,99,1480764.40,精品骑士
25,18,1480764.65,精品骑士
26,85,1480764.86,精品骑士
27,38,1480765.05,精品骑士
28,78,1480765.32,精品骑士
29,67,1480765.57,精品骑士
30,53,1480765.78,精品骑士
31,14,1480766.03,精品骑士
32,88,1480766.28,精品骑士
33,34,1480766.48,精品骑士
34,88,1480766.75,精品骑士
35,46,1480766.96,精品骑士
36,7,1480767.32,精品骑士
37,62,1480767.56,精品骑士
38,34,1480767.75,精品骑士
39,81,1480767.96,精品骑士
40,68,1480768.14,精品骑士
41,4,1480768.39,精品骑士
42,5,1480768.61,精品骑士
43,68,1480768.82,精品骑士
44,50,1480769.00,精品骑士
45,53,1480769.20,精品骑士
46,23,1480769.46,精品骑士
47,77,1480769.64,精品骑士
48,2,1480769.89,精品骑士
49,81,1480770.14,精品骑士
50,58,1480770.36,精品骑士
51,18,1480770.61,精品骑士
52,33,1480770.82,精品骑士
53,28,1480771.04,精品骑士
54,99,1480771.29,精品骑士
55,15,1480771.49,精品骑士
56,68,1480771.72,精品骑士
57,80,1480771.94,精品骑士
58,97,1480772.22,精品骑士
59,53,1480772.43,精品骑士
60,50,1480772.72,精品骑士
61,39,1480772.90,精品骑士
62,54,1480773.15,精品骑士
63,60,1480773.36,精品骑士
64,33,1480773.76,精品骑士
65,59,1480774.01,精品骑士
66,33,1480774.15,精品骑士
67,78,1480774.47,精品骑士
68,71,1480774.73,精品骑士
69,31,1480774.87,精品骑士
70,46,1480775.08,精品骑士
71,95,1480775.26,精品骑士
72,84,1480775.40,精品骑士
73,21,1480775.62,精品骑士
74,77,1480775.83,精品骑士
75,99,1480776.03,精品骑士
76,64,1480776.23,精品骑士
77,60,1480776.44,精品骑士
78,68,1480776.62,精品骑士
79,77,1480776.83,精品骑士
80,79,1480777.08,精品骑士
81,16,1480777.23,精品骑士
82,65,1480777.44,精品骑士
83,19,1480777.65,精品骑士
84,8,1480777.83,精品骑士
85,3,1480778.08,精品骑士
86,26,1480778.30,精品骑士
87,59,1480778.54,精品骑士
88,28,1480778.76,精品骑士
89,83,1480779.19,精品骑士
90,5,1480779.44,精品骑士
91,69,1480779.66,精品骑士
92,21,1480779.90,精品骑士
93,60,1480780.15,精品骑士
94,27,1480780.40,精品骑士
95,9,1480780.65,精品骑士
96,48,1480780.91,精品骑士
97,65,1480781.26,精品骑士
98,44,1480781.44,精品骑士
99,87,1480781.76,精品骑士
100,12,1480781.98,精品骑士
101,76,1480782.19,精品骑士
102,33,1480782.45,精品骑士
103,57,1480782.73,精品骑士
104,12,1480782.98,精品骑士
105,35,1480783.23,精品骑士
106,89,1480783.44,精品骑士
107,55,1480783.69,精品骑士
108,21,1480783.94,精品骑士
109,49,1480784.26,精品骑士
110,50,1480784.44,精品骑士
111,99,1480784.69,精品骑士
112,52,1480784.97,精品骑士
113,89,1480785.23,精品骑士
114,7,1480785.40,精品骑士
115,3,1480785.65,精品骑士
116,41,1480785.90,精品骑士
117,57,1480786.15,精品骑士
118,51,1480786.40,精品骑士
119,20,1480786.72,精品骑士
120,50,1480787.65,精品骑士
121,44,1480787.83,精品骑士
122,67,1480788.08,精品骑士
123,69,1480788.33,精品骑士
124,51,1480788.58,精品骑士
125,20,1480788.83,精品骑士
126,68,1480789.12,精品骑士
127,84,1480789.37,精品骑士
128,92,1480789.58,精品骑士
129,23,1480789.87,精品骑士
130,31,1480790.08,精品骑士
131,43,1480790.33,精品骑士
132,13,1480790.58,精品骑士
133,24,1480790.87,精品骑士
134,18,1480791.04,精品骑士
135,85,1480791.26,精品骑士
136,74,1480791.47,精品骑士
137,88,1480791.72,精品骑士
138,35,1480791.93,精品骑士
139,72,1480792.18,精品骑士
140,7,1480792.40,精品骑士
141,79,1480792.61,精品骑士
142,78,1480792.83,精品骑士
143,2,1480793.04,精品骑士
144,78,1480793.26,精品骑士
145,11,1480793.43,精品骑士
146,52,1480793.65,精品骑士
147,5,1480793.86,精品骑士
148,97,1480794.04,精品骑士
149,45,1480794.18,精品骑士
150,28,1480794.40,精品骑士
151,16,1480794.61,精品骑士
152,90,1480794.82,精品骑士
153,79,1480795.04,精品骑士
154,26,1480795.22,精品骑士
155,23,1480795.43,精品骑士
156,16,1480795.64,精品骑士
157,89,1480795.82,精品骑士
158,67,1480796.03,精品骑士
159,80,1480796.21,精品骑士
160,5,1480796.46,精品骑士
161,99,1480796.64,精品骑士
162,88,1480796.89,精品骑士
163,14,1480797.11,精品骑士
164,40,1480797.32,精品骑士
165,77,1480797.50,精品骑士
166,53,1480797.75,精品骑士
167,64,1480797.96,精品骑士
168,90,1480798.16,精品骑士
169,80,1480798.36,精品骑士
170,24,1480798.61,精品骑士
171,88,1480798.82,精品骑士
172,49,1480799.01,精品骑士
173,43,1480799.25,精品骑士
174,41,1480799.54,精品骑士
175,21,1480799.72,精品骑士
176,45,1480799.97,精品骑士
177,33,1480800.11,精品骑士
178,31,1480800.36,精品骑士
179,39,1480800.58,精品骑士
180,82,1480800.79,精品骑士
181,76,1480801.01,精品骑士
182,29,1480801.23,精品骑士
183,6,1480801.44,精品骑士
184,27,1480801.62,精品骑士
185,10,1480801.83,精品骑士
186,64,1480802.05,精品骑士
187,44,1480802.30,精品骑士
188,92,1480802.48,精品骑士
189,97,1480802.73,精品骑士
190,98,1480802.94,精品骑士
191,17,1480803.16,精品骑士
192,10,1480803.41,精品骑士
193,80,1480803.61,精品骑士
194,59,1480803.83,精品骑士
195,59,1480804.08,精品骑士
196,7,1480804.33,精品骑士
197,53,1480804.55,精品骑士
198,7,1480804.80,精品骑士
199,50,1480805.05,精品骑士
200,56,1480805.23,精品骑士
201,13,1480805.44,精品骑士
202,94,1480805.66,精品骑士
203,74,1480805.91,精品骑士
204,76,1480806.09,精品骑士
205,52,1480806.30,精品骑士
206,71,1480806.56,精品骑士
207,48,1480806.76,精品骑士
208,18,1480806.94,精品骑士
209,76,1480807.19,精品骑士
210,15,1480807.44,精品骑士
211,40,1480807.66,精品骑士
212,66,1480807.84,精品骑士
213,43,1480808.06,精品骑士
214,37,1480808.32,精品骑士
215,35,1480808.52,精品骑士
216,34,1480808.73,精品骑士
217,23,1480808.97,精品骑士
218,48,1480809.23,精品骑士
219,77,1480809.48,精品骑士
220,89,1480809.69,精品骑士
221,18,1480809.90,精品骑士
222,32,1480810.08,精品骑士
223,32,1480810.30,精品骑士
224,40,1480810.51,精品骑士
225,54,1480810.73,精品骑士
226,9,1480810.97,精品骑士
227,7,1480811.21,精品骑士
228,48,1480811.40,精品骑士
229,56,1480811.65,精品骑士
230,16,1480811.87,精品骑士
231,54,1480812.12,精品骑士
232,28,1480812.36,精品骑士
233,3,1480812.58,精品骑士
234,20,1480812.76,精品骑士
235,96,1480812.96,精品骑士
236,41,1480813.22,精品骑士
237,50,1480813.40,精品骑士
238,17,1480813.65,精品骑士
239,46,1480813.86,精品骑士
240,80,1480814.08,精品骑士
241,94,1480814.33,精品骑士
242,21,1480814.51,精品骑士
243,55,1480814.76,精品骑士
244,39,1480814.97,精品骑士
245,2,1480815.22,精品骑士
246,40,1480815.44,精品骑士
247,96,1480815.69,精品骑士
248,89,1480815.90,精品骑士
249,21,1480816.15,精品骑士
250,84,1480816.40,精品骑士
251,91,1480816.58,精品骑士
252,80,1480816.79,精品骑士
253,93,1480817.04,精品骑士
254,1,1480817.26,精品骑士
255,32,1480817.44,精品骑士
256,79,1480817.65,精品骑士
257,31,1480817.87,精品骑士
258,14,1480818.12,精品骑士
259,65,1480818.33,精品骑士
260,98,1480818.54,精品骑士
261,30,1480818.76,精品骑士
262,96,1480818.97,精品骑士
263,75,1480819.15,精品骑士
264,6,1480819.40,精品骑士
265,67,1480819.65,精品骑士
266,72,1480819.87,精品骑士
267,16,1480820.10,精品骑士
268,27,1480820.33,精品骑士
269,88,1480820.55,精品骑士
270,6,1480820.77,精品骑士
271,38,1480821.02,精品骑士
272,94,1480821.27,精品骑士
273,33,1480821.48,精品骑士
274,22,1480821.73,精品骑士
275,23,1480821.91,精品骑士
276,28,1480822.12,精品骑士
277,30,1480822.38,精品骑士
278,74,1480822.59,精品骑士
279,84,1480822.80,精品骑士
280,97,1480822.98,精品骑士
281,36,1480823.20,精品骑士
282,22,1480823.45,精品骑士
283,85,1480823.66,精品骑士
284,6,1480823.91,精品骑士
285,38,1480824.09,精品骑士
286,65,1480824.34,精品骑士
287,85,1480824.53,精品骑士
288,78,1480824.81,精品骑士
289,19,1480824.98,精品骑士
290,47,1480825.23,精品骑士
291,100,1480825.44,精品骑士
292,15,1480825.70,精品骑士
293,1,1480825.95,精品骑士
294,45,1480826.15,精品骑士
295,60,1480826.42,精品骑士
296,29,1480826.63,精品骑士
297,15,1480826.81,精品骑士
298,56,1480827.06,精品骑士
299,81,1480827.27,精品骑士
300,55,1480827.49,精品骑士
301,4,1480827.74,精品骑士
302,69,1480827.92,精品骑士
303,98,1480828.17,精品骑士
304,32,1480828.31,精品骑士
305,21,1480828.56,精品骑士
306,92,1480828.78,精品骑士
307,58,1480829.02,精品骑士
308,78,1480829.22,精品骑士
309,77,1480829.49,精品骑士
310,23,1480829.71,精品骑士
311,58,1480829.92,精品骑士
