roll_num,roll_value,timestamp,player_name
1,8,1536608.05,精品骑士
2,18,1536610.69,精品骑士
3,41,1536610.92,精品骑士
4,100,1536611.05,精品骑士
5,25,1536611.28,精品骑士
6,62,1536611.54,精品骑士
7,1,1536611.71,精品骑士
8,33,1536611.91,精品骑士
9,4,1536612.17,精品骑士
10,12,1536612.39,精品骑士
11,75,1536612.61,精品骑士
12,92,1536612.76,精品骑士
13,14,1536613.13,精品骑士
14,51,1536613.38,精品骑士
15,54,1536613.60,精品骑士
16,87,1536613.85,精品骑士
17,3,1536614.00,精品骑士
18,3,1536614.26,精品骑士
19,77,1536614.44,精品骑士
20,87,1536614.66,精品骑士
21,34,1536614.81,精品骑士
22,28,1536615.02,精品骑士
23,5,1536615.25,精品骑士
24,89,1536615.44,精品骑士
25,62,1536615.60,精品骑士
26,8,1536615.84,精品骑士
27,11,1536616.10,精品骑士
28,61,1536616.24,精品骑士
29,58,1536616.50,精品骑士
30,22,1536616.65,精品骑士
31,2,1536616.87,精品骑士
32,4,1536617.13,精品骑士
33,30,1536617.28,精品骑士
34,25,1536617.61,精品骑士
35,19,1536617.91,精品骑士
36,83,1536618.06,精品骑士
37,52,1536618.28,精品骑士
38,48,1536618.65,精品骑士
39,9,1536618.90,精品骑士
40,79,1536619.15,精品骑士
41,68,1536619.33,精品骑士
42,28,1536619.54,精品骑士
43,71,1536619.94,精品骑士
44,9,1536620.13,精品骑士
45,18,1536620.33,精品骑士
46,93,1536620.59,精品骑士
47,36,1536620.99,精品骑士
48,51,1536621.21,精品骑士
49,57,1536621.43,精品骑士
50,13,1536621.87,精品骑士
51,89,1536622.16,精品骑士
52,47,1536622.30,精品骑士
53,64,1536622.75,精品骑士
54,78,1536622.97,精品骑士
55,92,1536623.18,精品骑士
56,25,1536623.52,精品骑士
57,37,1536623.78,精品骑士
58,95,1536623.93,精品骑士
59,5,1536624.15,精品骑士
60,46,1536624.48,精品骑士
61,34,1536624.70,精品骑士
62,81,1536624.96,精品骑士
63,77,1536625.19,精品骑士
64,43,1536625.40,精品骑士
65,82,1536625.69,精品骑士
66,13,1536626.28,精品骑士
67,81,1536626.57,精品骑士
68,57,1536627.12,精品骑士
69,81,1536627.34,精品骑士
70,7,1536627.56,精品骑士
71,21,1536627.75,精品骑士
72,42,1536628.00,精品骑士
73,93,1536628.34,精品骑士
74,77,1536628.60,精品骑士
75,8,1536628.85,精品骑士
76,17,1536629.03,精品骑士
77,5,1536629.26,精品骑士
78,82,1536629.55,精品骑士
79,87,1536629.74,精品骑士
80,24,1536629.96,精品骑士
81,70,1536630.28,精品骑士
82,19,1536630.54,精品骑士
83,53,1536630.73,精品骑士
84,67,1536631.13,精品骑士
85,79,1536631.32,精品骑士
86,76,1536631.56,精品骑士
87,44,1536631.75,精品骑士
88,36,1536632.01,精品骑士
89,44,1536632.19,精品骑士
90,28,1536632.42,精品骑士
91,3,1536632.66,精品骑士
92,58,1536632.89,精品骑士
93,78,1536633.11,精品骑士
94,11,1536633.55,精品骑士
95,51,1536633.77,精品骑士
96,67,1536634.06,精品骑士
97,87,1536634.50,精品骑士
98,75,1536634.72,精品骑士
99,80,1536634.90,精品骑士
100,72,1536635.16,精品骑士
101,47,1536635.38,精品骑士
102,81,1536635.72,精品骑士
103,77,1536635.93,精品骑士
104,96,1536636.22,精品骑士
105,83,1536636.41,精品骑士
106,90,1536636.63,精品骑士
107,77,1536637.06,精品骑士
108,73,1536637.26,精品骑士
109,49,1536637.47,精品骑士
110,66,1536637.69,精品骑士
111,16,1536637.87,精品骑士
112,32,1536638.09,精品骑士
113,87,1536638.27,精品骑士
114,57,1536638.46,精品骑士
115,14,1536638.71,精品骑士
116,80,1536638.86,精品骑士
117,84,1536639.08,精品骑士
118,29,1536639.30,精品骑士
119,85,1536639.49,精品骑士
120,80,1536639.71,精品骑士
121,2,1536639.89,精品骑士
122,95,1536640.11,精品骑士
123,63,1536640.45,精品骑士
124,17,1536640.85,精品骑士
125,21,1536641.00,精品骑士
126,43,1536641.26,精品骑士
127,40,1536641.73,精品骑士
128,63,1536641.88,精品骑士
129,16,1536642.10,精品骑士
130,34,1536642.55,精品骑士
131,1,1536642.82,精品骑士
132,70,1536643.01,精品骑士
133,21,1536643.39,精品骑士
134,66,1536643.57,精品骑士
135,85,1536643.79,精品骑士
136,72,1536644.28,精品骑士
137,36,1536644.48,精品骑士
138,54,1536644.69,精品骑士
139,44,1536644.91,精品骑士
140,76,1536645.28,精品骑士
141,8,1536645.50,精品骑士
142,84,1536645.69,精品骑士
143,97,1536645.95,精品骑士
144,92,1536646.20,精品骑士
145,42,1536646.40,精品骑士
146,85,1536646.64,精品骑士
147,47,1536646.86,精品骑士
148,79,1536647.04,精品骑士
149,17,1536647.23,精品骑士
150,29,1536647.45,精品骑士
151,89,1536647.71,精品骑士
152,89,1536647.92,精品骑士
153,68,1536648.18,精品骑士
154,26,1536648.33,精品骑士
155,22,1536648.69,精品骑士
156,42,1536648.91,精品骑士
157,19,1536649.06,精品骑士
158,76,1536649.28,精品骑士
159,16,1536649.69,精品骑士
160,79,1536649.91,精品骑士
161,94,1536650.13,精品骑士
162,55,1536650.30,精品骑士
163,28,1536650.57,精品骑士
164,75,1536650.75,精品骑士
165,81,1536650.97,精品骑士
166,70,1536651.38,精品骑士
167,53,1536651.57,精品骑士
168,69,1536651.78,精品骑士
169,62,1536652.14,精品骑士
170,100,1536652.37,精品骑士
171,7,1536652.59,精品骑士
172,24,1536652.81,精品骑士
173,74,1536653.06,精品骑士
174,84,1536653.32,精品骑士
175,57,1536653.51,精品骑士
176,65,1536653.77,精品骑士
177,44,1536654.31,精品骑士
178,45,1536654.53,精品骑士
179,36,1536654.74,精品骑士
180,18,1536655.09,精品骑士
181,52,1536655.30,精品骑士
182,34,1536655.56,精品骑士
183,57,1536655.78,精品骑士
184,38,1536656.08,精品骑士
185,80,1536656.26,精品骑士
186,2,1536656.47,精品骑士
187,8,1536656.74,精品骑士
188,25,1536657.10,精品骑士
189,13,1536657.28,精品骑士
190,40,1536657.54,精品骑士
191,71,1536657.76,精品骑士
192,50,1536657.95,精品骑士
193,93,1536658.17,精品骑士
194,97,1536658.43,精品骑士
195,77,1536658.61,精品骑士
196,100,1536658.90,精品骑士
197,32,1536659.12,精品骑士
198,28,1536659.33,精品骑士
199,20,1536659.60,精品骑士
200,63,1536659.78,精品骑士
201,49,1536659.98,精品骑士
202,27,1536660.33,精品骑士
203,33,1536660.54,精品骑士
204,30,1536660.79,精品骑士
205,51,1536661.25,精品骑士
206,73,1536661.41,精品骑士
207,73,1536661.69,精品骑士
208,96,1536661.91,精品骑士
209,72,1536662.17,精品骑士
210,77,1536662.43,精品骑士
211,63,1536662.57,精品骑士
212,28,1536662.79,精品骑士
213,37,1536663.01,精品骑士
214,8,1536663.23,精品骑士
215,98,1536663.48,精品骑士
216,29,1536663.78,精品骑士
217,69,1536664.08,精品骑士
218,67,1536664.29,精品骑士
219,4,1536664.55,精品骑士
220,59,1536664.77,精品骑士
221,5,1536665.06,精品骑士
222,5,1536665.22,精品骑士
223,38,1536665.87,精品骑士
224,15,1536666.13,精品骑士
225,57,1536666.45,精品骑士
226,22,1536666.75,精品骑士
227,25,1536667.01,精品骑士
228,27,1536667.19,精品骑士
229,77,1536667.59,精品骑士
230,25,1536667.78,精品骑士
231,30,1536668.06,精品骑士
232,11,1536668.29,精品骑士
233,31,1536668.66,精品骑士
234,32,1536668.88,精品骑士
235,97,1536669.02,精品骑士
236,3,1536669.28,精品骑士
237,98,1536669.50,精品骑士
238,61,1536669.79,精品骑士
239,19,1536670.02,精品骑士
240,70,1536670.27,精品骑士
241,16,1536670.49,精品骑士
242,52,1536670.67,精品骑士
243,71,1536670.97,精品骑士
244,47,1536671.45,精品骑士
245,21,1536671.60,精品骑士
246,66,1536671.89,精品骑士
247,90,1536672.11,精品骑士
248,94,1536672.33,精品骑士
249,46,1536672.56,精品骑士
250,77,1536672.84,精品骑士
251,89,1536673.13,精品骑士
252,69,1536673.28,精品骑士
253,13,1536673.72,精品骑士
254,6,1536673.94,精品骑士
255,89,1536674.15,精品骑士
256,53,1536674.38,精品骑士
257,78,1536674.71,精品骑士
258,35,1536675.04,精品骑士
259,90,1536675.26,精品骑士
260,77,1536675.45,精品骑士
261,13,1536675.70,精品骑士
262,79,1536676.41,精品骑士
263,21,1536676.68,精品骑士
264,25,1536677.07,精品骑士
265,84,1536677.30,精品骑士
266,2,1536677.52,精品骑士
267,24,1536677.78,精品骑士
268,10,1536678.07,精品骑士
269,70,1536679.11,精品骑士
270,88,1536679.65,精品骑士
271,99,1536681.63,精品骑士
272,1,1536681.83,精品骑士
273,14,1536682.07,精品骑士
274,96,1536682.37,精品骑士
275,42,1536682.52,精品骑士
276,63,1536682.85,精品骑士
277,42,1536683.33,精品骑士
278,23,1536683.53,精品骑士
279,19,1536683.84,精品骑士
280,68,1536684.76,精品骑士
281,36,1536685.72,精品骑士
282,55,1536685.99,精品骑士
283,60,1536686.20,精品骑士
284,69,1536686.42,精品骑士
285,18,1536686.71,精品骑士
286,90,1536686.92,精品骑士
287,70,1536687.12,精品骑士
288,65,1536687.34,精品骑士
289,16,1536687.57,精品骑士
290,69,1536689.66,精品骑士
291,46,1536690.36,精品骑士
292,32,1536690.62,精品骑士
293,4,1536690.84,精品骑士
294,6,1536691.01,精品骑士
295,41,1536691.21,精品骑士
296,29,1536691.57,精品骑士
297,82,1536691.87,精品骑士
298,76,1536692.04,精品骑士
299,31,1536692.61,精品骑士
300,56,1536693.35,精品骑士
301,38,1536694.06,精品骑士
302,61,1536694.25,精品骑士
303,42,1536694.64,精品骑士
304,85,1536694.83,精品骑士
305,77,1536695.09,精品骑士
306,81,1536695.28,精品骑士
307,48,1536695.50,精品骑士
308,69,1536695.72,精品骑士
309,40,1536695.90,精品骑士
310,29,1536696.12,精品骑士
311,4,1536696.38,精品骑士
312,22,1536696.60,精品骑士
313,1,1536697.30,精品骑士
314,15,1536697.53,精品骑士
315,100,1536697.71,精品骑士
316,53,1536697.94,精品骑士
317,79,1536698.16,精品骑士
318,61,1536698.31,精品骑士
319,48,1536698.54,精品骑士
320,50,1536698.82,精品骑士
321,29,1536699.11,精品骑士
322,26,1536699.37,精品骑士
323,7,1536699.63,精品骑士
324,100,1536699.93,精品骑士
