roll_num,roll_value,timestamp,player_name
1,39,1542941.30,精品骑士
2,8,1542942.95,精品骑士
3,69,1542947.20,精品骑士
4,96,1542948.85,精品骑士
5,12,1542950.04,精品骑士
6,74,1542950.68,精品骑士
7,23,1542951.13,精品骑士
8,36,1542951.46,精品骑士
9,69,1542951.98,精品骑士
10,30,1542952.50,精品骑士
11,37,1542953.14,精品骑士
12,98,1542953.37,精品骑士
13,81,1542953.70,精品骑士
14,45,1542953.70,精品骑士
15,100,1542953.93,精品骑士
16,40,1542954.15,精品骑士
17,5,1542954.26,精品骑士
18,96,1542954.86,精品骑士
19,58,1542955.71,精品骑士
20,6,1542956.50,精品骑士
21,100,1542956.76,精品骑士
22,14,1542957.14,精品骑士
23,68,1542957.14,精品骑士
24,89,1542957.25,精品骑士
25,23,1542957.47,精品骑士
26,15,1542957.69,精品骑士
27,61,1542957.96,精品骑士
28,31,1542958.10,精品骑士
29,76,1542958.33,精品骑士
30,28,1542959.13,精品骑士
31,86,1542959.41,精品骑士
32,24,1542959.64,精品骑士
33,98,1542960.20,精品骑士
34,1,1542960.20,精品骑士
35,2,1542960.20,精品骑士
36,35,1542960.42,精品骑士
37,18,1542960.53,精品骑士
38,61,1542961.39,精品骑士
39,64,1542961.90,精品骑士
40,81,1542962.77,精品骑士
41,4,1542963.03,精品骑士
42,17,1542963.10,精品骑士
43,11,1542963.33,精品骑士
44,31,1542963.59,精品骑士
45,31,1542963.70,精品骑士
46,26,1542963.97,精品骑士
47,100,1542964.11,精品骑士
48,60,1542964.34,精品骑士
49,47,1542965.09,精品骑士
50,17,1542968.07,精品骑士
51,82,1542970.43,精品骑士
52,8,1542971.06,精品骑士
53,25,1542971.33,精品骑士
54,91,1542971.56,精品骑士
55,23,1542971.67,精品骑士
56,57,1542971.90,精品骑士
57,73,1542972.09,精品骑士
58,3,1542972.35,精品骑士
59,64,1542972.83,精品骑士
60,10,1542973.17,精品骑士
61,44,1542974.43,精品骑士
